time (s)	°C
0.888	24.062
60.8879	24.375
120.968	24.687
180.9678	24.812
241.048	25.062
301.0479	25.125
361.1281	25.187
421.2079	25.375
481.2879	25.687
541.3678	26
601.3678	26.125
661.4479	26.125
721.528	26.125
781.5281	26
841.5279	26.062
901.6079	26.187
961.6879	26.5
1021.6878	26.812
1081.768	27.062
1141.7679	27.125
1201.8479	27.062
1261.9279	26.937
1322.0078	26.812
1382.0078	26.687
1442.0878	26.375
1502.1679	26.25
1562.1679	26.187
1622.2479	26.187
1682.3278	26.125
1742.3279	26
1802.4083	25.75
1862.4879	25.5
1922.4879	25.437
1982.5679	25.312
2042.5679	25.125
2102.648	24.625
2162.6479	24.187
2222.7278	24.062
2282.8078	23.937
2342.808	23.562
2402.8079	23.25
2462.8879	23.062
2522.9678	22.812
2583.048	22.687
2643.0479	22.625
2703.1282	22.375
2763.2079	22.125
2823.2079	22
2883.288	22
2943.3679	21.937
3003.4479	22
3063.4479	21.875
3123.4479	21.75
3183.4478	21.562
3243.5279	21.312
3303.6079	21.062
3363.6079	20.812
3423.6879	20.687
3483.7679	20.562
3543.8478	20.437
3603.8479	20.375
3663.9679	20.25
3723.9279	20.312
3784.0078	20.312
3844.0078	20.5
3904.0879	20.625
3964.1679	21
4024.2577	21.25
4084.2582	21.687
4144.387	22.187
4204.417	22.5
4264.4971	22.937
4324.497	23.25
4384.5668	23.5
4444.6468	23.562
4504.7269	23.562
4564.7269	23.5
4624.8069	23.5
4684.8869	23.437
4744.8869	22.937
4804.9668	22.125
4864.9669	21.562
4925.0474	21.187
4985.1278	20.937
5045.1275	20.687
5105.2074	19.75
5165.2874	18.687
5225.3684	18.5
5285.3684	18.312
5345.3679	18.25
5405.4479	18.312
5465.4479	18.375
5525.5279	18.312
5585.6078	18.25
5645.6079	18.187
5705.6878	18
5765.7678	17.875
5825.7679	17.687
5885.8479	17.5
5945.8479	17.375
6005.9279	17.437
6066.0079	17.75
6126.0078	18.437
6186.0879	19.25
6246.1684	19.75
6306.2478	20.25
6366.2478	20.687
6426.3678	20.687
6486.4078	20.937
6546.4879	21
6606.488	21.312
6666.5679	21.5
6726.6479	21.625
6786.7279	21.875
6846.7279	21.937
6906.8079	21.812
6966.8879	21.375
7026.9686	21.062
7086.9679	21.062
7147.0479	21.312
7207.1278	21.812
7267.2079	22.125
7327.2079	22.125
7387.288	21.875
7447.3678	22.062
7507.4479	22.437
7567.4479	22.937
7627.5278	23.25
7687.6079	23.312
7747.6879	23
7807.6879	22.875
7867.7678	22.875
7927.8479	23.437
7987.9279	23.5
8047.9279	23.5
8108.0078	23.25
8168.0879	22.875
8228.1685	22.687
8288.1684	22.562
8348.2479	22.187
8408.3278	21.75
8468.4078	21.375
8528.4079	21.125
8588.4879	20.812
8648.5678	20.687
8708.6479	20.75
8768.6479	21.125
8828.7274	21.5
8888.8079	22
8948.8879	22.625
9008.8879	23
9068.9679	23.125
9129.0479	23.25
9189.1278	23.25
9249.1279	23.125
9309.2078	22.875
9369.2879	22.437
9429.368	22.062
9489.3679	21.812
9549.4478	21.625
9609.528	21.562
9669.6078	21.437
9729.6079	21.375
9789.6879	21.25
9849.7678	21.187
9909.8478	21.125
9969.8878	21
10029.928	20.937
10090.0078	20.875
10150.0879	20.875
10210.0879	20.75
10270.1679	20.687
10330.2481	20.812
10390.3279	21.125
10450.3279	21.562
10510.4083	22
10570.488	22.25
10630.5679	22.062
10690.5679	22
10750.6779	22.312
10810.7279	22.937
10870.8079	23.437
10930.8082	23.625
10990.888	23.75
11050.9679	23.875
11111.0479	24.125
11171.0479	24.437
11231.1279	24.625
11291.2079	24.937
11351.2878	24.937
11411.288	25.062
11471.3678	25.062
11531.4481	24.187
11591.5279	23.687
11651.5279	23.25
11711.6078	23.187
11771.6878	23.437
11831.7679	23.937
11891.7679	24.312
11951.8479	24.562
12011.9279	24.75
12072.0078	24.875
12132.0078	25.187
12192.0879	25.562
12252.2075	25.937
12312.2468	26.562
12372.2469	27.25
12432.3275	27.687
12492.4084	27.812
12552.4868	27.937
12612.4879	28.312
12672.5679	28.75
12732.6483	28.75
12792.7269	28.437
12852.7279	28.062
12912.8069	27.75
12972.8879	27.312
13032.9678	27
13092.9679	26.687
13153.0479	26.312
13213.1279	25.875
13273.2079	25.625
13333.2069	25.437
13393.2879	24.937
13453.4079	24.375
13513.4478	24.062
13573.5279	24.125
13633.5283	24.375
13693.6079	24.625
13753.688	24.875
13813.6879	25
13873.7679	24.937
13933.8478	24.75
13993.9281	25
14053.928	25.125
14114.0079	24.875
14174.0879	24.25
14234.1684	23.5
14294.1685	22.875
14354.2478	22.375
14414.3278	22.062
14474.408	21.875
14534.4079	21.875
14594.4878	21.875
14654.5678	22
14714.648	22.125
14774.6479	22.25
14834.7279	22.5
14894.8079	22.75
14954.888	22.937
15014.8879	23.062
15074.9679	23.062
15135.0479	23.25
15195.1279	23.75
15255.1279	24.25
15315.2078	24.625
15375.288	24.812
15435.3679	25.062
15495.3668	25.25
15555.4479	25.375
15615.5278	25.437
15675.6079	25.562
15735.688	25.75
15795.6879	25.937
15855.7678	26.062
15915.8479	26.312
15975.8479	26.437
16035.928	26.437
16096.0079	26.437
16156.0879	26.375
16216.0879	26.312
16276.1684	26.25
16336.2479	26.187
16396.3279	26
16456.3279	25.75
16516.4083	25.25
16576.4879	24.625
16636.5679	24
16696.5679	23.687
16756.6478	23.625
16816.7279	23.437
16876.8078	23.312
16936.8079	23.312
16996.8879	23.562
17056.9679	23.875
17117.0478	24.125
17177.0483	24.125
17237.128	23.75
17297.2079	23.437
17357.288	23.312
17417.2879	23.187
17477.3679	23.125
17537.4479	22.937
17597.5279	22.625
17657.5279	22.437
17717.6079	22.25
17777.6881	22.312
17837.768	22.437
17897.768	22.562
17957.8479	22.75
18017.9278	22.812
18078.0079	23
18138.0079	23.125
18198.0879	23.25
18258.1683	23.375
18318.1684	23.5
18378.2479	23.687
18438.3279	23.875
18498.3279	24
18558.4084	24.125
18618.4879	24.187
18678.5678	24.312
18738.6479	24.375
18798.6879	24.375
18858.7278	24.375
18918.8079	24.437
18978.8879	24.375
19038.8879	24.312
19098.9679	24.125
19159.048	23.687
19219.1278	23.375
19279.1278	23.187
19339.2149	22.937
19399.3478	22.75
19459.3772	22.625
19519.377	22.5
19579.4573	22.437
19639.532	22.375
19699.6068	22.25
19759.6069	22.25
19819.6868	22.25
19879.7668	22.187
19939.7669	22
19999.8469	21.812
20059.9371	21.562
20120.0068	21.25
20180.0075	21
20240.0875	20.75
20300.1674	20.5
20360.2484	20.312
20420.2475	20.062
20480.3279	19.937
20540.4084	19.875
20600.4879	19.687
20660.4879	19.562
20720.6079	19.375
20780.6479	19.25
20840.7279	19.125
20900.7279	19
20960.808	18.812
21020.8878	18.687
21080.9678	18.562
21140.968	18.437
21201.048	18.312
21261.1279	18.187
21321.1278	18.125
21381.2079	18.062
21441.2879	18.062
21501.3679	18.062
21561.448	18.062
21621.4484	18
21681.5278	17.937
21741.6079	17.875
21801.6879	17.875
21861.728	17.875
21921.7679	17.875
21981.8478	17.875
22041.9279	18
22101.928	18.125
22162.0079	18.312
22222.0879	18.5
22282.1684	18.5
22342.1679	18.562
22402.2479	18.562
22462.3279	18.562
22522.4083	18.562
22582.4083	18.5
22642.4879	18.5
22702.5679	18.375
22762.6479	18.25
22822.6479	18.125
22882.7279	18
22942.808	17.875
23002.8879	17.687
23062.8879	17.562
23122.9679	17.5
23183.0478	17.437
23243.1279	17.375
23303.128	17.312
23363.2078	17.25
23423.288	17.187
23483.3679	17.125
23543.368	17.062
23603.4479	17
23663.528	16.875
23723.6079	16.75
23783.6069	16.625
23843.6879	16.562
23903.768	16.562
23963.7679	16.375
24023.8479	16.25
24083.9279	16.125
24144.0079	16
24204.0078	15.937
24264.0879	15.812
24324.1682	15.75
24384.2478	15.687
24444.3279	15.562
24504.3279	15.5
24564.4155	15.437
24624.4879	15.375
24684.5679	15.312
24744.5679	15.25
24804.6479	15.125
24864.7279	15.062
24924.8079	15
24984.8079	14.937
25044.8879	14.875
25104.9679	14.812
25165.0479	14.687
25225.0479	14.625
25285.128	14.562
25345.2079	14.5
25405.2879	14.437
25465.2879	14.312
25525.3678	14.312
25585.4497	14.25
25645.4492	14.125
25705.5279	14.062
25765.6079	14
25825.6879	14
25885.6879	13.937
25945.768	13.937
26005.8635	13.875
26065.9769	13.812
26125.9276	13.812
26186.0069	13.75
26246.0874	13.75
26306.1669	13.75
26366.1679	13.625
26426.2478	13.562
26486.3277	13.5
26546.4079	13.437
26606.4083	13.375
26666.4868	13.375
26726.4879	13.312
26786.5679	13.312
26846.5678	13.312
26906.568	13.25
26966.6479	13.25
27026.6479	13.187
27086.6483	13.187
27146.7279	13.125
27206.8079	13.125
27266.8879	13.062
27326.8879	13
27386.9679	12.937
27447.048	12.875
27507.0479	12.812
27567.1278	12.812
27627.2079	12.75
27687.2078	12.75
27747.288	12.75
27807.3678	12.687
27867.4479	12.625
27927.4479	12.625
27987.5279	12.625
28047.5279	12.625
28107.6078	12.625
28167.6879	12.625
28227.6879	12.562
28287.6879	12.5
28347.7678	12.5
28407.7678	12.437
28467.8479	12.375
28527.9671	12.312
28588.008	12.312
28648.0879	12.25
28708.0879	12.25
28768.1684	12.25
28828.248	12.187
28888.2479	12.187
28948.3279	12.187
29008.408	12.125
29068.488	12.125
29128.568	12.125
29188.5678	12.062
29248.6479	12
29308.7279	12
29368.7279	12
29428.8079	11.937
29488.8078	11.875
29548.888	11.812
29608.8879	11.75
29668.9679	11.75
29729.0479	11.687
29789.1279	11.625
29849.1279	11.625
29909.2079	11.562
29969.2879	11.562
30029.2878	11.5
30089.2878	11.437
30149.3679	11.437
30209.448	11.375
30269.4479	11.312
30329.528	11.312
30389.6079	11.312
30449.6879	11.25
30509.7679	11.25
30569.7683	11.187
30629.8478	11.187
30689.9279	11.125
30749.928	11.062
30810.0079	11.062
30870.0078	11.062
30930.0879	11
30990.1679	11
31050.1678	11
31110.2479	10.937
31170.2478	10.937
31230.328	10.937
31290.4084	10.875
31350.4084	10.875
31410.488	10.875
31470.5679	10.812
31530.5679	10.812
31590.648	10.812
31650.7279	10.812
31710.8079	10.75
31770.8079	10.75
31830.888	10.75
31890.8879	10.75
31950.9679	10.687
32011.0478	10.687
32071.1279	10.625
32131.1279	10.625
32191.208	10.562
32251.208	10.562
32311.2879	10.5
32371.3679	10.562
32431.4479	10.5
32491.4779	10.5
32551.4478	10.5
32611.5279	10.437
32671.608	10.437
32731.6882	10.375
32791.6879	10.375
32851.768	10.375
32911.8483	10.375
32971.8479	10.375
33031.9281	10.375
33091.9281	10.312
33152.0079	10.312
33212.0879	10.312
33272.1679	10.25
33332.1678	10.25
33392.2479	10.187
33452.3279	10.25
33512.3279	10.187
33572.4084	10.125
33632.4883	10.125
33692.488	10.125
33752.5679	10.125
33812.5678	10.125
33872.6479	10.125
33932.7278	10.125
33992.8089	10.062
34052.8085	10.125
34112.8079	10.125
34172.8879	10.062
34232.9681	10.062
34292.968	10.062
34353.0519	10
34413.1279	10.062
34473.1279	10
34533.2078	10
34593.2879	10
34653.3679	10
34713.3678	9.937
34773.4479	9.937
34833.448	9.937
34893.5279	9.875
34953.5278	9.875
35013.6081	9.937
35073.6079	9.875
35133.6878	9.875
35193.6879	9.812
35253.688	9.812
35313.7679	9.812
35373.7678	9.812
35433.8479	9.812
35493.848	9.812
35553.928	9.75
35614.0079	9.75
35674.0079	9.75
35734.0879	9.75
35794.1687	9.687
35854.1685	9.687
35914.3059	9.625
35974.3878	9.625
36034.387	9.625
36094.417	9.625
36154.4971	9.562
36214.5669	9.562
36274.5668	9.562
36334.6469	9.5
36394.6469	9.5
36454.7268	9.437
36514.8069	9.437
36574.8069	9.375
36634.8869	9.375
36694.9669	9.375
36755.0478	9.312
36815.1275	9.312
36875.1275	9.312
36935.2074	9.312
36995.288	9.312
37055.3674	9.25
37115.3678	9.25
37175.4474	9.25
37235.5284	9.25
37295.5284	9.25
37355.6078	9.25
37415.6879	9.25
37475.6879	9.25
37535.7679	9.25
37595.7678	9.25
37655.7679	9.25
37715.8479	9.187
37775.9279	9.187
37836.0079	9.187
37896.0879	9.187
37956.0882	9.125
38016.1679	9.125
38076.2479	9.125
38136.2888	9.125
38196.3278	9.062
38256.4084	9.062
38316.4083	9.062
38376.488	9.062
38436.5679	9.062
38496.5679	9.062
38556.6479	9
38616.6478	9
38676.7279	9
38736.7279	9
38796.8079	8.937
38856.888	8.937
38916.8878	8.937
38976.9679	8.937
39037.049	8.937
39097.048	8.937
39157.1279	8.937
39217.2078	8.937
39277.2878	8.937
39337.2879	8.875
39397.3679	8.875
39457.4479	8.875
39517.4478	8.875
39577.5279	8.875
39637.6079	8.875
39697.6078	8.875
39757.6879	8.812
39817.7678	8.812
39877.8479	8.812
39937.8479	8.812
39997.8479	8.812
40057.928	8.812
40118.0079	8.75
40178.0079	8.75
40238.0879	8.75
40298.1684	8.75
40358.2479	8.75
40418.2479	8.75
40478.3279	8.75
40538.3279	8.687
40598.4079	8.687
40658.4879	8.687
40718.568	8.687
40778.5678	8.625
40838.648	8.625
40898.6479	8.625
40958.7279	8.625
41018.8078	8.562
41078.8879	8.562
41138.8879	8.562
41198.968	8.5
41258.9678	8.5
41319.0479	8.5
41379.1279	8.5
41439.1279	8.5
41499.2079	8.437
41559.2878	8.437
41619.3279	8.437
41679.3679	8.437
41739.4478	8.437
41799.5279	8.437
41859.5279	8.437
41919.6079	8.437
41979.6879	8.375
42039.688	8.375
42099.7678	8.312
42159.8479	8.312
42219.8479	8.312
42279.9279	8.312
42339.9279	8.312
42399.9278	8.312
42460.0079	8.312
42520.0079	8.312
42580.0879	8.312
42640.1684	8.25
42700.1684	8.25
42760.1684	8.25
42820.2478	8.187
42880.328	8.187
42940.3279	8.187
43000.4079	8.125
43060.4885	8.125
43120.4879	8.125
43180.5768	8.125
43240.648	8.125
43300.7287	8.125
43360.8078	8.125
43420.8079	8.125
43480.8079	8.125
43540.8878	8.062
43600.9679	8.062
43660.9679	8.062
43721.0479	8
43781.0482	8
43841.1278	8
43901.1279	8
43961.2079	7.937
44021.2079	7.937
44081.2879	7.937
44141.3679	7.937
44201.3679	7.937
44261.4479	7.937
44321.4479	7.875
44381.4479	7.875
44441.5279	7.875
44501.6079	7.875
44561.6878	7.875
44621.6878	7.812
44681.6879	7.812
44741.7681	7.812
44801.8478	7.812
44861.928	7.812
44921.928	7.812
44981.9679	7.812
45042.0079	7.812
45102.0879	7.812
45162.1681	7.75
45222.2479	7.75
45282.2881	7.75
45342.3279	7.75
45402.4083	7.75
45462.4083	7.75
45522.4879	7.75
45582.4878	7.75
45642.5678	7.75
45702.6479	7.75
45762.7278	7.75
45822.7279	7.75
45882.8079	7.75
45942.8879	7.75
46002.8879	7.75
46062.9679	7.75
46122.9679	7.75
46182.9679	7.75
46243.048	7.75
46303.1279	7.75
46363.2079	7.75
46423.2878	7.687
46483.288	7.687
46543.3679	7.687
46603.4479	7.687
46663.528	7.687
46723.5279	7.687
46783.6078	7.625
46843.6079	7.625
46903.6078	7.625
46963.6879	7.625
47023.7678	7.625
47083.7679	7.562
47143.8479	7.562
47203.8479	7.562
47263.9279	7.562
47324.0079	7.562
47384.0079	7.5
47444.0879	7.5
47504.1679	7.5
47564.2479	7.5
47624.2479	7.437
47684.3278	7.437
47744.3279	7.437
47804.4084	7.437
47864.4083	7.437
47924.4083	7.437
47984.4879	7.437
48044.5679	7.375
48104.6479	7.375
48164.6479	7.375
48224.7278	7.375
48284.8074	7.375
48344.8879	7.375
48404.8879	7.375
48464.9679	7.312
48525.0479	7.375
48585.0479	7.375
48645.0479	7.312
48705.1279	7.312
48765.2082	7.312
48825.2879	7.312
48885.2878	7.312
48945.3679	7.25
49005.4478	7.25
49065.4478	7.25
49125.5279	7.25
49185.5279	7.25
49245.6078	7.25
49305.6879	7.187
49365.6879	7.187
49425.7678	7.187
49485.8479	7.125
49545.9279	7.125
49605.9279	7.125
49666.0078	7.062
49726.0079	7.062
49786.0878	7.062
49846.1683	7.062
49906.1684	7.062
49966.248	7.062
50026.3279	7
50086.3278	7
50146.4079	7
50206.4879	6.937
50266.5679	6.937
50326.5679	6.937
50386.6479	6.937
50446.7291	6.875
50506.7279	6.875
50566.7283	6.875
50626.8078	6.875
50686.8879	6.875
50746.8879	6.812
50806.9679	6.812
50867.0479	6.75
50927.1279	6.812
50987.1279	6.75
51047.2079	6.75
51107.208	6.75
51167.289	6.75
51227.3679	6.75
51287.3679	6.687
51347.3679	6.687
51407.4478	6.687
51467.5278	6.687
51527.5279	6.687
51587.6079	6.625
51647.6082	6.625
51707.6078	6.625
51767.6078	6.562
51827.6879	6.562
51887.6879	6.562
51947.768	6.562
52007.7679	6.562
52067.8469	6.5
52127.8479	6.5
52187.9279	6.5
52248.008	6.5
52308.0078	6.437
52368.0879	6.437
52428.1683	6.437
52488.1683	6.437
52548.1684	6.437
52608.2479	6.437
52668.2479	6.375
52728.3278	6.375
52788.4079	6.375
52848.4878	6.375
52908.4879	6.375
52968.5679	6.312
53028.5679	6.312
53088.6479	6.312
53148.7677	6.312
53208.7279	6.312
53268.7279	6.25
53328.8078	6.25
53388.8879	6.25
53448.8879	6.25
53508.9679	6.25
53569.048	6.25
53629.048	6.187
53689.1279	6.187
53749.1278	6.187
53809.2148	6.187
53869.3474	6.187
53929.377	6.125
53989.4472	6.125
54049.4691	6.125
54109.527	6.125
54169.6069	6.062
54229.6068	6.062
54289.6068	6.062
54349.6871	6.062
54409.7669	6
54469.8469	6
54529.9269	6
54589.9269	6
54650.0068	6
54710.0875	6
54770.0875	6
54830.1674	6
54890.2474	6
54950.2479	6
55010.3279	6
55070.4089	5.937
55130.4078	5.937
55190.4879	5.937
55250.5679	5.875
55310.648	5.875
55370.6479	5.812
55430.7278	5.812
55490.728	5.812
55550.8081	5.812
55610.8079	5.812
55670.8878	5.812
55730.9679	5.75
55790.9678	5.75
55851.048	5.75
55911.1278	5.75
55971.2083	5.75
56031.2879	5.75
56091.288	5.75
56151.368	5.75
56211.4479	5.75
56271.4479	5.687
56331.5279	5.687
56391.6079	5.687
56451.6079	5.687
56511.6878	5.687
56571.7679	5.687
56631.8478	5.625
56691.8478	5.625
56751.9279	5.625
56812.0078	5.625
56872.0078	5.625
56932.0879	5.562
56992.1679	5.562
57052.1679	5.562
57112.2879	5.562
57172.328	5.5
57232.4084	5.5
